Pub Med ID,Answers,MoA
30355445,"The receptor(s) are: serotonin and dopamine. The subtype(s) are: 5-HT2A. The binding mode(s) are: agonist and antagonist. Therefore the mechanism of action is: LSD agonist activity at various serotonin (5-HT) and dopamine receptors, and Ketanserin as a selective 5-HT2A receptor antagonist.",Agonist
32893328,The receptor(s) are: sphingosine-1-phosphate (S1P). The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: S1P receptor agonist.,Agonist
28825423,"The receptor(s) are: alpha7-nicotinic acetylcholine receptor (nAChR). The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore, the mechanism of action is: alpha7-nicotinic receptor agonist.",Agonist
18593778,"The receptor(s) are: acetylcholine muscarinic. The subtype(s) are: M(1) and M(4). The binding mode(s) are: agonist. Therefore, the mechanism of action is: selective muscarinic type 1 and type 4 receptor agonist.",Agonist
34996406,"The mechanism of action is to activate the GLP-1 receptor, and the drug being evaluated is Liraglutide 3mg, which is a GLP-1 receptor agonist. The receptor subtype is GLP-1.",Agonist
21173788,The receptor(s) are: metabotropic glutamate 2/3 (mGlu2/3) and serotonin 2A. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: mGlu2/3 agonist and serotonin 2A agonist.,Agonist
28590364,The mechanism of action is inhibiting glycine transport. The receptor subtype(s) being evaluated are NMDAR (N-methyl-D-aspartate receptor).,Agonist
26071208,The receptor(s) are: alpha-7 nicotinic acetylcholine. The subtype(s) are: N/A. The binding mode(s) are: full agonist. Therefore the mechanism of action is: alpha-7 nicotinic receptor full agonist.,Agonist
36066977,The receptor(s) are: glucagon-like peptide-1 (GLP-1) receptor. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: GLP-1 receptor agonist.,Agonist
33308348,"The article discusses the use of liraglutide, a glucagon-like peptide-1 receptor agonist, as a treatment for prediabetic, overweight/obese schizophrenia-spectrum disorder patients. The article does not specify any additional drugs being evaluated.",Agonist
35921506,"The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine agonist. Specifically, the drug being evaluated is pramipexole, which is a dopamine agonist.",Agonist
26966119,"The receptor(s) are: dopamine. The subtype(s) are: D1. The binding mode(s) are: full, selective agonist. Therefore, the mechanism of action is: dopamine-1 receptor agonist.",Agonist
28922590,The receptor(s) are: α7-nicotinic acetylcholine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: α7-nicotinic acetylcholine receptor agonist.,Agonist
26089183,The receptor(s) are: α7 nicotinic acetylcholine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: α7 nicotinic acetylcholine receptor agonist.,Agonist
25028065,"There is no mention of a specific drug in this article, therefore there is no mechanism of action or receptor subtype specified. The article is focused on the reliability, validity, and treatment sensitivity of the Schizophrenia Cognition Rating Scale.",Agonist
1581424,The receptor(s) are: serotonin. The subtype(s) are: 5-HT1C/5-HT2. The binding mode(s) are: agonist. Therefore the mechanism of action is: centrally acting 5-HT1C/5-HT2 agonist.,Agonist
27717222,The receptor(s) are: GLP-1. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: GLP-1 receptor agonist.,Agonist
25006819,The receptor(s) are: metabotropic glutamate. The subtype(s) are: 2/3. The binding mode(s) are: agonist. Therefore the mechanism of action is: metabotropic glutamate 2/3 receptor agonist.,Agonist
26018529,"There are no drugs being evaluated in this article, as it is a study comparing two cognitive assessment batteries in schizophrenia.",Agonist
18548234,The mechanism of action is: nicotinic agonist. The receptor subtype(s) are: nicotinic acetylcholine receptors.,Agonist
20571979,The receptor(s) are: metabotropic glutamate. The subtype(s) are: mGluR2/3. The binding mode(s) are: agonist. Therefore the mechanism of action is: mGluR2/3 agonist.,Agonist
22750632,The receptor(s) are: α2-adrenoceptor. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: α2-adrenoceptor agonist.,Agonist
27319970,The receptor being evaluated is the α7 nicotinic receptor. The mechanism of action is an agonist. The drug is ABT-126.,Agonist
21220791,"The mechanism of action is: dopamine agonist antidepressant.
The receptor(s) and subtype(s) are: dopamine but it is not specified which subtype.",Agonist
17467956,The receptor(s) are: dopamine. The subtype(s) are: D1. The binding mode(s) are: full agonist. Therefore the mechanism of action is: dopamine D1 receptor full agonist.,Agonist
35277995,"The mechanism of action is: agonist of GPR139. The receptor subtype is: orphan G-protein-coupled receptor, GPR139.",Agonist
22926591,The receptor(s) are: sigma-1. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: sigma-1 receptor agonist with the drug fluvoxamine.,Agonist
17596915,The receptor(s) are: dopamine. The subtype(s) are: D1. The binding mode(s) are: full agonist. Therefore the mechanism of action is: full D1 dopamine agonist.,Agonist
33879769,"The receptor(s) are: TAAR1 and 5-HT1A. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore, the mechanism of action is: TAAR1/5-HT1A agonist.",Agonist
30633660,"The drug being evaluated is glycine. The article does not mention any specific receptors or mechanism of action for glycine. Glycine is an amino acid and has been studied for its NMDA receptor modulating properties in relation to schizophrenia, but this information is not provided in this particular abstract.",Agonist
29338621,"The receptor(s) are: α7 nicotinic acetylcholine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: α7 nicotinic acetylcholine receptor agonist. The drug being evaluated is CDP-choline, which is a supplement with α7 nicotinic acetylcholine receptor agonist properties.",Agonist
16005384,The mechanism of action is: dopamine agonist. The receptor subtype(s) are: N/A.,Agonist
22727707,The receptor(s) are: peroxisome proliferator-activated receptor-γ (PPAR-γ). The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: PPAR-γ agonist.,Agonist
19223439,"The drug being evaluated in this study is secretin, which is a hormonal agonist for the group B G-protein-coupled receptors. The mechanism of action and receptor subtype(s) for the drug have not been specifically stated in this article. However, it is mentioned that secretin acts as a retrograde messenger and neuromodulator on basket and Purkinje cells in the cerebellum, which are important for eye-blink conditioning.",Agonist
119270,"The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine agonist (specifically bromocriptine and CF 25-397, both ergot derivatives).",Agonist
30797222,"The drug being evaluated is clonidine, which is an α2-adrenergic receptor agonist. The target of the chemical reaction is the noradrenergic system. The subtype(s) are α2-adrenergic receptors. The binding mode(s) are agonist. Therefore, the mechanism of action is stimulation of the α2-adrenergic receptors in the noradrenergic system.",Agonist
6372924,The mechanism of action and receptor subtype(s) are not specified in the article.,Agonist
23399382,The article is not evaluating a drug and therefore does not have a mechanism of action or receptor subtype. It is studying the effects of nicotine on cognitive performance in individuals with schizophrenia and healthy controls.,Agonist
28318835,The mechanism of action is N-methyl-d-aspartate-type (NMDAR) glycine-site agonist. The receptor subtype is NMDAR.,Agonist
14720317,"There is no specific drug being evaluated in this article. It is a study comparing plasma levels of glycine and serine in patients with schizophrenia, major depression, and normal controls. The focus is on the role of glycine as a co-agonist at NMDA receptors and its relationship to negative symptoms in schizophrenia.",Agonist
9088887,The receptor(s) are: dopamine. The subtype(s) are: D2/D3 autoreceptor. The binding mode(s) are: agonist. Therefore the mechanism of action is: dopamine D2/D3 autoreceptor agonist.,Agonist
2404964,The receptor(s) are: dopamine. The subtype(s) are: N/A. The binding mode(s) are: agonist and antagonist. Therefore the mechanism of action is: dopamine agonist and antagonist.,Agonist
28117049,The mechanism of action and receptor subtype(s) of the drug bitopertin are not specified in the article.,Agonist
29181816,There is no drug being evaluated in this article; the study is investigating the effects of transdermal nicotine on cognitive control in individuals with schizophrenia.,Agonist
9836012,The receptor(s) are: NMDA glutamate. The subtype(s) are: glycine site. The binding mode(s) are: full agonist. Therefore the mechanism of action is: full agonist of the glycine site of NMDA receptor.,Agonist
26518728,There is no drug being evaluated in this study. The study examines the effects of nicotine on neuronal response in patients with schizophrenia during auditory selective attention.,Agonist
36414626,The mechanism of action is muscarinic receptor agonist. The receptor subtype is not specified in the abstract.,Agonist
29699895,There are no drugs being evaluated in this article. The article is investigating the association between increased serum d-serine and cognitive gains induced by intensive cognitive training in schizophrenia.,Agonist
19713300,"The drug being evaluated in this study is nicotine, which is a nicotinic agonist targeting nicotinic acetylcholine receptors in the brain.",Agonist
36797233,"There are no drugs being evaluated in this article. Rather, the article discusses the functional connectivity signatures of NMDAR dysfunction in schizophrenia and integrates findings from imaging genetics and pharmaco-fMRI.",Agonist
25881753,"The article does not provide information on the mechanism of action or receptor subtype of pomaglumetad methionil, as the focus is on its potential effect on the QT interval in subjects with schizophrenia.",Agonist
19440071,"The receptor(s) are: serotonin receptor 1A and dopamine. The subtype(s) are: 1A, D2 and D3. The binding mode(s) are: partial agonist. Therefore the mechanism of action is: serotonin receptor 1A agonist properties and dopamine D2/D3 receptor partial agonist.",Agonist
1099172,"The receptor(s) are: dopamine. The subtype(s) are: unspecified. The binding mode(s) are: agonist. Therefore, the mechanism of action is: dopamine receptor agonist.",Agonist
24106334,The receptor(s) are: α2-noradrenergic. The subtype(s) are: N/A. The binding mode(s) are: agonist. Therefore the mechanism of action is: α2-noradrenergic agonist. The drug being evaluated is clonidine.,Agonist
