Pub Med ID,Answers
29174484,"A1: The disease, indication, or medical condition being tested is Duchenne muscular dystrophy.
A2: The drug that is being evaluated for its efficacy or safety in the article is glucocorticoids.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is to reduce inflammation and suppress the immune system.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 3.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from 2006-09 and 2012-16."
35076703,"Answer:
A1: The disease, indication, or medical condition being tested is Duchenne Muscular Dystrophy (DMD).
A2: The drug that is being evaluated for its efficacy or safety in the article is vamorolone.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is its anti-inflammatory properties.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 2.
A6: The drug from the article did not result in statistically significant improvements in patients, but it was well tolerated and associated with maintenance of muscle strength and function up to 30 months, similar to standard of care glucocorticoid therapy, and improved height velocity compared with growth deceleration associated with glucocorticoid treatment.
A"
34120909,"A1: Duchenne Muscular Dystrophy
A2: Eteplirsen
A3: Exon 51 skipping
A4: Yes
A5: Phase 3
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from October 2015 to October 2018."
34105177,"A1: Duchenne muscular dystrophy (DMD)
A2: Casimersen
A3: Casimersen is a phosphorodiamidate morpholino oligomer designed to bypass frameshift DMD mutations and produce internally truncated, yet functional, dystrophin protein in patients amenable to exon 45 skipping.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase of the clinical trial in the article was 1/2.
A6: The drug from the article was well tolerated in participants with DMD amenable to exon 45 skipping, and there were no dose reductions, abnormalities in laboratory parameters or vital signs, or casimersen-related serious AEs.
A7: The clinical trial in the article was done from October 2015 to October 2019."
34788571,"A1: The disease, indication, or medical condition being tested is Duchenne muscular dystrophy (DMD).
A2: The drug that is being evaluated for its efficacy or safety in the article is golodirsen.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is exon skipping.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is Phase 1/2.
A6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
A7: The clinical trial was done from April 2015 to April 2018."
35124660,"A1: The disease, indication, or medical condition being tested is Duchenne Muscular Dystrophy (DMD), Becker Muscular Dystrophy (BMD), and Limb Girdle Muscular Dystrophy (LGMD).
A2: The drug that is being evaluated is prednisone.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is to slow the disease course.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase that the clinical trial in the article was in is an open label, exploratory single center study.
A6: The drug from the article resulted in trends in improved muscle performance, a reduction in serum creatine kinase, an increase in lean mass, and a reduction in adiposity.
A7: The clinical trial was done from baseline to 24 weeks."
36036925,"Answer 1: Duchenne muscular dystrophy (DMD)
Answer 2: Vamorolone
Answer 3: Vamorolone is a structurally unique dissociative steroidal anti-inflammatory drug.
Answer 4: Yes, the clinical trial in the article was evaluated in boys 4 to younger than 7 years of age with genetically confirmed DMD.
Answer 5: The phase of the clinical trial in the article was 3.
Answer 6: Yes, the drug from the article resulted in improvements in patients and was successful in its job.
Answer 7: The clinical trial was conducted from June 29, 2018, to February 24, 2021."
28450193,"A1: Duchenne muscular dystrophy (DMD)
A2: Prednisone and Deflazacort
A3: The drugs are used to reduce inflammation and improve muscle strength and function.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase 3.
A6: The results of the clinical trial are not yet known.
A7: The clinical trial was conducted from 2017 to 2020."
28728956,"Answer 1: Duchenne muscular dystrophy (DMD)
Answer 2: Ataluren
Answer 3: Restoring dystrophin protein production
Answer 4: Yes
Answer 5: Phase 3
Answer 6: The drug from the article did not result in significant improvements in patients.
Answer 7: The clinical trial was done between March 26, 2013, and Aug 26, 2014."
34918368,"A1: Becker Muscular Dystrophy (BMD)
A2: No drug is being evaluated in the article.
A3: No drug is being evaluated in the article.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The clinical trial in the article was in Phase II.
A6: No, the drug from the article did not result in improvements in patients and was not successful in its job.
A7: The clinical trial in the article was done from 2018 to 2021."
35236763,"A1: Duchenne muscular dystrophy
A2: Lung volume recruitment
A3: Stacking breaths to inflate the lungs to greater volumes than spontaneous effort
A4: Yes
A5: Phase 3
A6: There was no difference in decline in FVC % predicted with use of twice-daily LVR for boys with DMD and relatively normal lung function.
A7: The clinical trial was done from January 2015 to December 2017."
34474581,"A1: The disease, indication, or medical condition being tested is Duchenne muscular dystrophy.
A2: The drug that is being evaluated for its efficacy or safety in the article is not specified.
A3: The mechanism of action (target of the chemical reaction) that the drug is being evaluated with is not specified.
A4: Yes, the clinical trial in the article was evaluated in humans.
A5: The phase (either 1, 2, or 3) that the clinical trial in the article was in is not specified.
A6: The drug from the article did not result in improvements in patients, but the trunk-oriented exercise program was found to be effective for trunk control, arm, and respiratory function.
A7: The clinical trial was done between baseline and eighth week."
31375923,"A1: Duchenne muscular dystrophy (DMD)
A2: Deflazacort, Translarna, and etiplirsen
A3: Exon-skipping oligonucleotide drug
A4: Yes, clinical trials of therapeutic approaches have seen dramatic expansion
A5: Phase I, II, and III clinical trials
A6: Evidence of clinical efficacy remains the focus of post-marketing studies
A7: Not specified in the article"
27926769,"A1: Duchenne muscular dystrophy (DMD) and Becker muscular dystrophy (BMD).
A2: Angiotensin-converting enzyme (ACE) inhibitor.
A3: ACE inhibitors work by blocking the action of the enzyme angiotensin-converting enzyme, which helps to regulate blood pressure.
A4: Yes, the clinical trial in the article was evaluated in male patients with DMD or BMD.
A5: The clinical trial in the article was in phase 2.
A6: Yes, the drug from the article was associated with significantly slower progression of MF and was associated with worse patient prognosis.
A7: The study was conducted from June 26, 2009, to June 30, 2012. Data analysis was performed from June 30, 2013, to October 3, 2016."
